synthetic,ts,ticker,event,side,px,contracts,fee,is_taker,F,tau_s,gross_edge_c,settle,to_settle_c,hedge_cost,hedge_pnl,net,net_c_per_ct,mo_0.1s_c,mo_0.5s_c,mo_1s_c,mo_5s_c,mo_10s_c,mo_30s_c,mo_60s_c,event_ticker,expiration_ns,day,weekend,rv_1h,fv_status,flow_status,coid,order_id,trade_id,queue_ahead_ct,order_age_s,pos_before_ct,F_cycle,F_lo,F_hi,delta_btc,z,fv_age_s,mechanism,quote_position,q_eff_at_place_ct,modeled_value_c,policy,yes_px_c,queue_at_place_ct,quote_age_s,adv_ext_0.1s,adv_ext_0.5s,adv_ext_1s,adv_ext_5s,kalshi_imb_side,spread_ticks,venue_imb_adv,taker_ct_10s,taker_ct_60s,takers_against_10s,log_tau,abs_z,yes_px,sigma_ann,fv_edge_c,t_match,at_match,mkpx_0.1s_c,mkpx_0.5s_c,mkpx_1s_c,mkpx_5s_c,mkpx_10s_c,mkpx_30s_c,mkpx_60s_c,mkpx_settle_c,fee_c,net_mk_10s_c,net_mk_60s_c,adverse_10s_c,toxic
True,1790253815900000000,KXBTCD-26SEP241245-T83750,exp 2026-09-24T12:45:00Z,1,0.98,5,0.01,False,0.999551,84.1,1.9551,1,0.0449,0,0,0.09,1.8,0,0,-0.0057,0.0158,0.0176,0.0414,0.0449,KXBTCD-26SEP241245,1790253900000000000,20720,False,0.573982,n/a,defaults,synth-1247,sim-o1246,sim-f105,0,16.42,0,0.999551,0.999064,1,4.82069e-06,-6.26126,0.42,queue,touch,36,0.1623,B,98,36,16.42,0.342758,13.5362,21.7185,-10.4765,1,,-0,0,18,0,4.43177,6.26126,0.98,0.565192,1.95506,1790253815920000000,1,1.9551,1.9551,1.9494,1.9709,1.9727,1.9965,2,2,0.2,1.7727,1.8,0.0176,0
True,1790253917600000000,KXBTCD-26SEP241300-T84750,exp 2026-09-24T13:00:00Z,1,0.03,5,0.01,False,0.059724,882.4,2.9724,0,-5.9724,0,0,-0.16,-3.2,0,0,0.2836,0.6524,0.1388,1.4363,3.2921,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1250,sim-o1251,sim-f106,0,2.62,0,0.0597236,0.0395354,0.115243,0.000314321,1.43951,0.12,queue,touch,35,0.260413,B,3,35,2.62,6.43421,8.64011,-0.103474,2.09912,0.848101,3,-0,2,16,2,6.78262,1.43951,0.03,0.595748,2.97236,1790253917620000000,1,2.9724,2.9724,3.256,3.6248,3.1112,4.4087,6.2645,-3,0.2,2.9112,6.0645,0.1388,0
True,1790253925800000000,KXBTCD-26SEP241300-T84750,exp 2026-09-24T13:00:00Z,1,0.03,5,0.01,False,0.061805,874.2,3.1805,0,-6.1805,0,0,-0.16,-3.2,0,0.0778,-0.1224,0.5999,0.8684,0.7584,4.1629,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1265,sim-o1264,sim-f107,0,7.82,5,0.0610051,0.0405098,0.117353,0.000323075,1.42657,0.32,queue,touch,8,0.379798,B,3,8,7.82,-3.84478,-6.27019,-1.33476,9.00246,0.540984,3,-0,17,33,17,6.77329,1.42657,0.03,0.595748,3.10051,1790253925820000000,1,3.1805,3.2583,3.0581,3.7804,4.0489,3.9389,7.3434,-3,0.2,3.8489,7.1434,0.8684,0
True,1790253937000000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,5,0.01,False,0.996718,863,1.6718,1,0.3282,0,0,0.09,1.8,0,0,0.0237,0.0158,0.0219,0.0499,0.1242,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1252,sim-o1249,sim-f108,0,22.02,0,0.996718,0.993367,0.999983,1.197e-05,-3.5228,0.02,queue,touch,15,0.768598,B,98,15,22.02,-2.20362,-2.96401,-5.94095,-8.65776,1,,-0,0,0,0,6.76039,3.5228,0.98,0.595748,1.6718,1790253937020000000,1,1.6718,1.6718,1.6955,1.6876,1.6937,1.7217,1.796,2,0.2,1.4937,1.596,0.0219,0
True,1790253938900000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,4.84,0.0068,False,0.996955,861.1,1.6955,1,0.3045,0,0,0.09,1.8595,-0.0062,-0.0062,-0.0062,-0.0015,-0.0011,0.0318,0.1024,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1279,sim-o1279,sim-f109,0,1.42012,5,0.997029,0.993962,0.999989,1.06529e-05,-3.61207,0.420118,queue,touch,26,0.958805,B,98,26,1.42,0.280171,12.3354,5.5842,-9.63225,1,,-0,14,14,14,6.75819,3.61207,0.98,0.595748,1.7029,1790253938920000000,1,1.6893,1.6893,1.6893,1.694,1.6944,1.7273,1.7979,2,0.140496,1.5539,1.6574,-0.0011,1
True,1790253950400000000,KXBTCD-26SEP241300-T85250,exp 2026-09-24T13:00:00Z,-1,0.02,1.99,0.0098,False,0.006603,849.6,1.3397,0,0.6603,0,0,0.03,1.50754,-0,-0,0.0401,0.0537,0.0405,-0.0706,-0.3536,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1255,sim-o1258,sim-f110,0,35.42,0,0.00660292,0.000274115,0.0127098,2.7366e-05,2.93792,0.42,queue,touch,37,0.511248,B,2,37,35.42,-5.33629,-13.2233,-11.5877,-13.8456,1,,0,0,0,0,6.74474,2.93792,0.02,0.595748,1.33971,1790253950420000000,1,1.3397,1.3397,1.3798,1.3934,1.3802,1.2691,0.9861,2,0.492462,0.887738,0.493638,0.0405,0
True,1790253958100000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,0.99,0.0098,False,0.996921,841.9,1.6921,1,0.3079,0,0,0.01,1.0101,0,0,-0.0016,0.0133,0.0352,0.0947,0.1719,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1284,sim-o1284,sim-f111,0,19.12,9.84,0.996921,0.993754,0.999987,1.12613e-05,-3.58024,0.12,queue,touch,31,0.961936,B,98,31,19.12,-0,6.45472,-0.767997,-0.204912,1,,-0,0,25,0,6.73564,3.58024,0.98,0.595748,1.69208,1790253958120000000,1,1.6921,1.6921,1.6905,1.7054,1.7273,1.7868,1.864,2,0.989899,0.737401,0.874101,0.0352,0
True,1790253958100000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,4.01,0.0002,False,0.996921,841.9,1.6921,1,0.3079,0,0,0.08,1.99501,0,0,-0.0016,0.0133,0.0352,0.0947,0.1719,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.596502,n/a,defaults,synth-1284,sim-o1284,sim-f112,0,19.12,10.83,0.996921,0.993754,0.999987,1.12613e-05,-3.58024,0.12,queue,touch,31,0.961936,B,98,31,19.12,-0,6.45472,-0.767997,-0.204912,1,,-0,0,25,0,6.73564,3.58024,0.98,0.595748,1.69208,1790253958120000000,1,1.6921,1.6921,1.6905,1.7054,1.7273,1.7868,1.864,2,0.00498753,1.72231,1.85901,0.0352,0
True,1790253967600000000,KXBTCD-26SEP241300-T84750,exp 2026-09-24T13:00:00Z,1,0.04,3.99,0.0104,False,0.072252,832.4,3.2252,0,-7.2252,0,0,-0.17,-4.26065,0,0,0.8497,0.1528,2.0393,3.0304,10.518,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.594446,n/a,defaults,synth-1292,sim-o1291,sim-f113,0,3.62,10,0.072252,0.0492256,0.13506,0.000398705,1.32391,0.12,queue,touch,1,0.417621,B,4,1,3.62,-2,-4.06913,-2.54374,-18.5051,-0.260274,3,-0,0,144,0,6.72429,1.32391,0.04,0.589112,3.2252,1790253967620000000,1,3.2252,3.2252,4.0749,3.378,5.2645,6.2556,13.7432,-4,0.260652,5.00385,13.4825,2.0393,0
True,1790253968800000000,KXBTCD-26SEP241300-T85250,exp 2026-09-24T13:00:00Z,-1,0.02,3.01,0.0002,False,0.006299,831.2,1.3701,0,0.6299,0,0,0.06,1.99336,-0,-0.0193,-0.0193,-0.02,-0.1089,-0.1248,-0.7995,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.594446,n/a,defaults,synth-1255,sim-o1258,sim-f114,0,53.82,-1.99,0.00672424,0.000291509,0.0129199,2.8497e-05,2.92375,0.32,queue,touch,37,0.511248,B,2,37,53.82,-3.06022,-3.83688,10.9365,14.132,1,,0,0,2,0,6.72285,2.92375,0.02,0.589112,1.32758,1790253968820000000,1,1.3701,1.3508,1.3508,1.3501,1.2612,1.2453,0.5706,2,0.00664452,1.25456,0.563955,-0.1089,1
True,1790253986600000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,1.99,0.0098,False,0.994675,813.4,1.4675,1,0.5325,0,0,0.03,1.50754,0,0.0114,0.0114,0.0161,-0.0087,0.1773,0.1217,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.594446,n/a,defaults,synth-1297,sim-o1296,sim-f115,0,18.12,0,0.9948,0.989813,0.999885,2.13772e-05,-3.13047,0.12,queue,touch,1,0.275196,B,98,1,18.12,-0.872818,-0.197984,-0.524495,-15.8392,1,,-0,0,8,0,6.7012,3.13047,0.98,0.589112,1.47996,1790253986620000000,1,1.4675,1.4789,1.4789,1.4836,1.4588,1.6448,1.5892,2,0.492462,0.966338,1.09674,-0.0087,1
True,1790253999800000000,KXBTCD-26SEP241300-T85250,exp 2026-09-24T13:00:00Z,-1,0.02,4.99,0.0098,False,0.007286,800.2,1.2714,0,0.7286,0,0,0.09,1.80361,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.594446,n/a,defaults,synth-1299,sim-o1298,sim-f116,0,30.82,-5,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.32,queue,touch,41,0.346977,B,2,41,30.82,0.0440761,-5.63662,-10.206,-13.0409,1,,0,0,20,0,6.68484,2.88907,0.02,0.589112,1.29692,1790253999820000000,1,1.2714,1.2992,1.2992,1.1432,0.9602,0.6978,0.9431,2,0.196393,0.763807,0.746707,-0.3112,1
True,1790253999800000000,KXBTCD-26SEP241300-T85250,exp 2026-09-24T13:00:00Z,-1,0.02,0.01,0.0002,False,0.007286,800.2,1.2714,0,0.7286,0,0,0,0,-0,0.0278,0.0278,-0.1282,-0.3112,-0.5736,-0.3283,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.594446,n/a,defaults,synth-1299,sim-o1298,sim-f117,0,30.82,-9.99,0.00703084,0.000338683,0.0134588,3.06736e-05,2.88907,0.32,queue,touch,41,0.346977,B,2,41,30.82,0.0440761,-5.63662,-10.206,-13.0409,1,,0,0,20,0,6.68484,2.88907,0.02,0.589112,1.29692,1790253999820000000,1,1.2714,1.2992,1.2992,1.1432,0.9602,0.6978,0.9431,2,2,-1.0398,-1.0569,-0.3112,1
True,1790254035100000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,5,0.01,False,0.998246,764.9,1.8246,1,0.1754,0,0,0.09,1.8,0,0,-0.0001,0.0012,0.0056,0.0135,0.0563,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.633922,n/a,defaults,synth-1290,sim-o1289,sim-f118,0,76.62,14.84,0.998246,0.996335,0.999999,5.78061e-06,-4.11546,0.12,queue,touch,31,0.963002,B,98,31,76.62,0.254079,13.2428,14.5678,9.44566,1,,-0,0,0,0,6.63972,4.11546,0.98,0.653016,1.8246,1790254035120000000,1,1.8246,1.8246,1.8245,1.8258,1.8302,1.8381,1.8809,2,0.2,1.6302,1.6809,0.0056,0
True,1790254039000000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,3.01,0.0002,False,0.995723,761,1.5723,1,0.4277,0,0,0.06,1.99336,0,0,0.0012,0.0386,0.0238,0.0454,0.1664,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.633922,n/a,defaults,synth-1297,sim-o1296,sim-f119,0,70.52,1.99,0.995723,0.991505,0.999947,1.66059e-05,-3.29452,0.02,queue,touch,1,0.275196,B,98,1,70.52,0.43487,-11.506,-11.8421,6.10209,1,,-0,0,2,0,6.63461,3.29452,0.98,0.653016,1.57231,1790254039020000000,1,1.5723,1.5723,1.5735,1.6109,1.5961,1.6177,1.7387,2,0.00664452,1.58946,1.73206,0.0238,0
True,1790254049700000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,1.99,0.0098,False,0.998345,750.3,1.8345,1,0.1655,0,0,0.03,1.50754,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.633922,n/a,defaults,synth-1365,sim-o1364,sim-f120,0,14.22,19.84,0.998332,0.996509,1,5.50041e-06,-4.16657,0.22,queue,touch,2,1.20168,B,98,2,14.22,0.0392675,0.853002,1.0721,10.766,1,,-0,0,16,0,6.62045,4.16657,0.98,0.653016,1.83324,1790254049720000000,1,1.8345,1.8288,1.8288,1.8294,1.8252,1.8448,1.9087,2,0.492462,1.33274,1.41624,-0.0093,1
True,1790254049700000000,KXBTCD-26SEP241300-T83250,exp 2026-09-24T13:00:00Z,1,0.98,3.01,0.0002,False,0.998345,750.3,1.8345,1,0.1655,0,0,0.06,1.99336,0,-0.0057,-0.0057,-0.0051,-0.0093,0.0103,0.0742,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.633922,n/a,defaults,synth-1365,sim-o1364,sim-f121,0,14.22,21.83,0.998332,0.996509,1,5.50041e-06,-4.16657,0.22,sweep,touch,2,1.20168,B,98,2,14.22,0.0392675,0.853002,1.0721,10.766,1,,-0,2,18,2,6.62045,4.16657,0.98,0.653016,1.83324,1790254049720000000,1,1.8345,1.8288,1.8288,1.8294,1.8252,1.8448,1.9087,2,0.00664452,1.81856,1.90206,-0.0093,1
True,1790254051500000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,5,0.01,False,0.995613,748.5,1.5613,1,0.4387,0,0,0.09,1.8,0,0.0008,0.0008,0.04,0.022,0.0708,0.2423,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.633922,n/a,defaults,synth-1376,sim-o1375,sim-f122,0,12.02,5,0.995418,0.990945,0.99993,1.81732e-05,-3.23641,0.02,queue,touch,38,0.735525,B,98,38,12.02,-4.45375,13.0651,12.4689,30.667,1,,-0,0,4,0,6.61804,3.23641,0.98,0.653016,1.54175,1790254051520000000,1,1.5613,1.5621,1.5621,1.6013,1.5833,1.6321,1.8036,2,0.2,1.3833,1.6036,0.022,0
True,1790254090600000000,KXBTCD-26SEP241300-T85000,exp 2026-09-24T13:00:00Z,1,0.01,2,0.01,False,0.043087,709.4,3.3087,0,-4.3087,0,0,-0.03,-1.5,0,0,0.2604,0.302,1.4278,3.8866,0.9142,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.630433,n/a,defaults,synth-1331,sim-o1331,sim-f123,0,85.12,0,0.0430868,0.0269191,0.0860988,0.000241104,1.63911,0.12,queue,improve,0,0.150758,B,1,0,85.12,-0.34937,-5.43389,-2.50479,-16.8074,0.285714,3,-0,0,40,0,6.56439,1.63911,0.01,0.640202,3.30868,1790254090620000000,1,3.3087,3.3087,3.5691,3.6107,4.7365,7.1953,4.2229,-1,0.5,4.2365,3.7229,1.4278,0
True,1790254128600000000,KXBTCD-26SEP241300-T83750,exp 2026-09-24T13:00:00Z,1,0.98,5,0.01,False,0.994517,671.4,1.4517,1,0.5483,0,0,0.09,1.8,0,0,-0.0151,-0.0119,-0.1004,0,0.1254,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.630433,n/a,defaults,synth-1440,sim-o1439,sim-f124,0,10.12,0,0.994517,0.989308,0.99986,2.40542e-05,-3.08896,0.12,queue,touch,12,0.584645,B,98,12,10.12,-0,-4.83508,-1.83131,0.279719,1,,-0,7,8,7,6.50934,3.08896,0.98,0.640202,1.45174,1790254128620000000,1,1.4517,1.4517,1.4366,1.4398,1.3513,1.4517,1.5771,2,0.2,1.1513,1.3771,-0.1004,1
True,1790254171900000000,KXBTCD-26SEP241300-T85000,exp 2026-09-24T13:00:00Z,1,0.02,3,0.01,False,0.058059,628.1,3.8059,0,-5.8059,0,0,-0.07,-2.33333,0,0,0.3075,-0.197,0.8127,0.3977,1.2725,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.629814,n/a,defaults,synth-1466,sim-o1465,sim-f125,0,11.92,2,0.0580589,0.0383118,0.112736,0.000355145,1.45544,0.42,queue,touch,8,0.890264,B,2,8,11.92,-3.81059,-0.8087,-2.97784,-17.07,-0.615385,3,-0,2,46,0,6.44267,1.45544,0.02,0.637714,3.80589,1790254171920000000,1,3.8059,3.8059,4.1134,3.6089,4.6186,4.2036,5.0784,-2,0.333333,4.28527,4.74507,0.8127,0
True,1790254185600000000,KXBTCD-26SEP241300-T84250,exp 2026-09-24T13:00:00Z,-1,0.98,5,0.01,False,0.943149,614.4,3.6851,0,94.3149,0,0,4.89,97.8,-0,0.4012,0.4012,-0.1707,-1.1332,0.2027,-2.1862,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.629814,n/a,defaults,synth-1474,sim-o1473,sim-f126,0,4.12,0,0.941979,0.887313,0.961715,0.000359323,-1.45577,0.12,queue,touch,1,1.34582,B,98,1,4.12,-4.49465,-8.57196,-11.8075,-5.76535,0.155556,3,0,0,10,0,6.42061,1.45577,0.98,0.637714,3.80205,1790254185620000000,1,3.6851,4.0863,4.0863,3.5144,2.5519,3.8878,1.4989,98,0.2,2.3519,1.2989,-1.1332,1
True,1790254192600000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,5,0.01,False,0.998719,607.4,1.8719,1,0.1281,0,0,0.09,1.8,0,0,0.0011,-0.0119,-0.0034,-0.0027,0.039,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.629814,n/a,defaults,synth-1479,sim-o1478,sim-f127,0,6.62,10,0.998719,0.99729,1,4.57058e-06,-4.44527,0.12,queue,touch,11,1.26596,B,98,11,6.62,0.232646,1.76143,-15.954,-43.1749,1,,-0,0,41,0,6.40915,4.44527,0.98,0.637714,1.87192,1790254192620000000,1,1.8719,1.8719,1.873,1.86,1.8685,1.8692,1.9109,2,0.2,1.6685,1.7109,-0.0034,1
True,1790254254800000000,KXBTCD-26SEP241300-T85000,exp 2026-09-24T13:00:00Z,1,0.03,5,0.01,False,0.076452,545.2,4.6452,0,-7.6452,0,0,-0.16,-3.2,0,0.6475,0.6475,0.8569,2.6549,0.4972,-2.8121,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.624555,n/a,defaults,synth-1516,sim-o1515,sim-f128,0,4.32,5,0.076452,0.052653,0.142141,0.000525928,1.28586,0.32,queue,touch,1,0.688202,B,3,1,4.32,-0.501963,-11.9768,-16.8891,-42.0512,0.254545,4,-0,9,45,9,6.30112,1.28586,0.03,0.625883,4.6452,1790254254820000000,1,4.6452,5.2927,5.2927,5.5021,7.3001,5.1424,1.8331,-3,0.2,7.1001,1.6331,2.6549,0
True,1790254280600000000,KXBTCD-26SEP241300-T83750,exp 2026-09-24T13:00:00Z,1,0.98,4.99,0.0098,False,0.998145,519.4,1.8145,1,0.1855,0,0,0.09,1.80361,0,0,-0.0045,0.0118,0.0145,0.0055,0.0329,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.62455,n/a,defaults,synth-1530,sim-o1529,sim-f129,0,13.12,5,0.998145,0.996169,0.999999,7.87835e-06,-4.08887,0.12,queue,touch,8,1.19138,B,98,8,13.12,1.27117,4.71237,1.62387,-22.7322,1,,-0,0,5,0,6.25264,4.08887,0.98,0.629156,1.81451,1790254280620000000,1,1.8145,1.8145,1.81,1.8263,1.829,1.82,1.8474,2,0.196393,1.63261,1.65101,0.0145,0
True,1790254354400000000,KXBTCD-26SEP241300-T84250,exp 2026-09-24T13:00:00Z,-1,0.99,1,0.01,False,0.969076,445.6,2.0924,0,96.9076,0,0,0.98,98,-0,-0,0.206,-0.2587,0.1338,1.7458,1.2567,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.62685,n/a,defaults,synth-1552,sim-o1551,sim-f130,0,1.92,-5,0.969076,0.937464,0.984899,0.000230493,-1.84278,0.42,queue,improve,0,0.182275,B,99,0,1.92,0.263722,-2.79744,9.96742,-20.6848,0.72549,3,0,0,19,0,6.09938,1.84278,0.99,0.62402,2.09242,1790254354420000000,1,2.0924,2.0924,2.2984,1.8337,2.2262,3.8382,3.3491,99,1,1.2262,2.3491,0.1338,0
True,1790254430100000000,KXBTCD-26SEP241300-T84500,exp 2026-09-24T13:00:00Z,-1,0.56,5,0.03,False,0.52243,369.9,3.757,0,52.243,0,0,2.77,55.4,-0,0.637,-1.2743,2.9238,0.3287,-1.3417,16.8782,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.629266,n/a,defaults,synth-1596,sim-o1595,sim-f131,0,0.12,0,0.52243,0.514624,0.526372,0.00281436,-0.0440671,0.12,cross,improve,0,2.50259,B,56,0,0.12,-3.10793,-9.96642,-20.1059,-32.368,-0.818182,4,0,58,2013,0,5.91318,0.0440671,0.56,0.619403,3.75703,1790254430120000000,1,3.757,4.394,2.4827,6.6808,4.0857,2.4153,20.6352,56,0.6,3.4857,20.0352,0.3287,0
True,1790254457400000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,2.99,0.0098,False,0.999593,342.6,1.9593,1,0.0407,0,0,0.05,1.67224,0,0,-0.0009,-0.0042,0,-0.0005,-0.0016,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.628371,n/a,defaults,synth-1599,sim-o1598,sim-f132,0,26.42,15,0.999593,0.999131,1,1.66131e-06,-6.01669,0.42,queue,touch,16,1.48317,B,98,16,26.42,-0.503296,2.389,8.87543,8.01084,1,,-0,0,1,0,5.83651,6.01669,0.98,0.612422,1.95934,1790254457420000000,1,1.9593,1.9593,1.9584,1.9551,1.9593,1.9588,1.9577,2,0.327759,1.63154,1.62994,0,0
True,1790254459700000000,KXBTCD-26SEP241300-T83500,exp 2026-09-24T13:00:00Z,1,0.98,2.01,0.0002,False,0.999588,340.3,1.9588,1,0.0412,0,0,0.04,1.99005,0,0,0,0.0003,0.0006,0.0006,0.003,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.628371,n/a,defaults,synth-1599,sim-o1598,sim-f133,0,28.72,17.99,0.999588,0.999121,1,1.69467e-06,-6.00066,0.22,queue,touch,16,1.48317,B,98,16,28.72,0.674018,-4.64682,3.75386,9.68818,1,,-0,3,4,3,5.82977,6.00066,0.98,0.612422,1.95882,1790254459720000000,1,1.9588,1.9588,1.9588,1.9591,1.9594,1.9594,1.9618,2,0.00995025,1.94945,1.95185,0.0006,0
True,1790254560200000000,KXBTCD-26SEP241300-T85250,exp 2026-09-24T13:00:00Z,-1,0.02,2.5,0.01,False,0.0002,239.8,1.98,0,0.02,0,0,0.04,1.6,-0,-0.0063,-0.0063,-0.0024,-0.0025,0.0034,0.0085,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.666732,n/a,defaults,synth-1627,sim-o1625,sim-f134,0,20.72,-10,0.000196617,6.99396e-19,0.00041295,7.85704e-07,7.48219,0.22,queue,touch,4,1.33653,B,2,4,20.72,-6.43254,-7.31635,-8.69476,-21.8726,1,,0,0,42,0,5.47972,7.48219,0.02,0.611262,1.98034,1790254560220000000,1,1.98,1.9737,1.9737,1.9776,1.9775,1.9834,1.9885,2,0.4,1.5775,1.5885,-0.0025,1
True,1790254567900000000,KXBTCD-26SEP241300-T83750,exp 2026-09-24T13:00:00Z,1,0.98,0.99,0.0098,False,0.994503,232.1,1.4503,1,0.5497,0,0,0.01,1.0101,0,0,0.0004,0.0628,-0.0804,-0.0172,-0.3099,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.666732,n/a,defaults,synth-1630,sim-o1629,sim-f135,0,14.42,9.99,0.994503,0.989662,0.999893,4.27825e-05,-3.14882,0.42,queue,touch,70,0.776015,B,98,70,14.42,-3.33714,5.47494,11.3678,16.7108,1,,-0,0,9,0,5.44708,3.14882,0.98,0.672227,1.45026,1790254567920000000,1,1.4503,1.4503,1.4507,1.5131,1.3699,1.4331,1.1404,2,0.989899,0.380001,0.150501,-0.0804,1
True,1790254568300000000,KXBTCD-26SEP241300-T83750,exp 2026-09-24T13:00:00Z,1,0.98,1.52,0.0004,False,0.994503,231.7,1.4503,1,0.5497,0,0,0.03,1.97368,0,0.0004,0.0004,0.0628,-0.0804,-0.0172,-0.3099,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.666732,n/a,defaults,synth-1630,sim-o1629,sim-f136,0,14.82,10.98,0.994265,0.98923,0.999873,4.50425e-05,-3.11139,0.32,queue,touch,70,0.776015,B,98,70,14.82,-2.1333,-6.59392,3.50233,4.97765,1,,-0,1,10,1,5.44536,3.11139,0.98,0.672227,1.42653,1790254568320000000,1,1.4503,1.4507,1.4507,1.5131,1.3699,1.4331,1.1404,2,0.0263158,1.34358,1.11408,-0.0804,1
True,1790254654800000000,KXBTCD-26SEP241300-T84250,exp 2026-09-24T13:00:00Z,1,0.01,2,0.01,False,0.038861,145.2,2.8861,0,-3.8861,0,0,-0.03,-1.5,0,0,-0.1831,0.4715,1.7644,10.2338,6.362,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.670366,n/a,defaults,synth-1679,sim-o1678,sim-f137,0,3.32,-6,0.0388614,0.0250126,0.0832823,0.000574079,1.66739,0.32,queue,improve,0,0.638494,B,1,0,3.32,-0,3.8667,-1.53692,-31.5688,0.818182,3,-0,0,741,0,4.97797,1.66739,0.01,0.666517,2.88614,1790254654820000000,1,2.8861,2.8861,2.703,3.3576,4.6505,13.1199,9.2481,-1,0.5,4.1505,8.7481,1.7644,0
True,1790254656400000000,KXBTCD-26SEP241300-T84250,exp 2026-09-24T13:00:00Z,1,0.01,3,0,False,0.032255,143.6,2.2255,0,-3.2255,0,0,-0.03,-1,0,0,-0.008,1.6885,3.4835,11.8385,6.7503,KXBTCD-26SEP241300,1790254800000000000,20720,False,0.670366,n/a,defaults,synth-1679,sim-o1678,sim-f138,0,4.92,-4,0.0322553,0.0177225,0.0689593,0.000467925,1.78982,0.42,queue,improve,0,0.638494,B,1,0,4.92,-0,-2.30099,8.21444,-2.29934,-0.509434,3,-0,2,701,2,4.96689,1.78982,0.01,0.666517,2.22553,1790254656420000000,1,2.2255,2.2255,2.2175,3.914,5.709,14.064,8.9758,-1,0,5.709,8.9758,3.4835,0
